year,period,channel,product_line,policies_in_force,new_policies,renewal_rate,gross_written_premium,claims_reported,claims_paid,avg_claim_settlement_days,nps,complaints,fraud_cases,compliance_incidents,operating_expenses,digital_adoption_pct
2020,M05,broker,life,5418,645,79.4,1416,5,5,39.7,25,0,0,0,423,8.4
2020,M06,broker,life,6503,751,79.4,1641,6,6,39.7,25,0,0,0,491,8.4
2020,M07,broker,life,4988,594,79.4,1386,4,4,39.7,25,0,0,0,414,8.4
2020,M08,broker,life,5817,685,79.4,1509,5,5,39.7,25,0,0,0,451,8.4
2020,M09,broker,life,6497,760,79.4,1668,6,6,39.7,25,0,0,0,499,8.4
2020,M10,broker,life,7069,833,79.4,1705,6,6,39.7,25,0,0,1,510,8.4
2020,M11,broker,life,7646,894,79.4,1843,7,7,39.7,25,0,0,0,551,8.4
2020,M12,broker,life,8047,932,79.4,2048,7,7,39.7,25,0,0,0,612,8.4
2020,Q1,broker,life,16058,1879,79.4,4210,14,13,39.7,25,0,0,0,1259,8.4
2020,Q2,broker,life,17032,2015,79.4,4408,15,14,39.7,25,0,0,0,1318,8.4
2020,Q3,broker,life,17506,2039,79.4,4563,15,14,39.7,25,0,0,0,1364,8.4
2020,Q4,broker,life,22257,2659,79.4,5596,20,19,39.7,25,1,0,1,1673,8.4
2020,FY,broker,life,71799,8592,79.4,18777,65,62,39.7,25,2,1,1,5615,8.4
2020,M01,broker,health,5195,618,75.4,881,57,54,11.7,25,2,1,0,263,8.4
2020,M02,broker,health,5565,651,75.4,970,60,57,11.7,25,2,1,0,290,8.4
2020,M03,broker,health,6559,777,75.4,1032,72,68,11.7,25,2,1,1,309,8.4
2020,M04,broker,health,5084,605,75.4,920,56,53,11.7,25,2,1,0,275,8.4
2020,M05,broker,health,6342,740,75.4,1018,69,65,11.7,25,2,1,0,304,8.4
2020,M06,broker,health,6576,783,75.4,1067,73,69,11.7,25,2,1,0,319,8.4
2020,M07,broker,health,5757,682,75.4,968,63,60,11.7,25,2,1,0,289,8.4
2020,M08,broker,health,6459,745,75.4,1086,69,65,11.7,25,2,1,0,325,8.4
2020,M09,broker,health,6563,784,75.4,1105,73,69,11.7,25,2,1,0,330,8.4
2020,M10,broker,health,7257,848,75.4,1198,79,75,11.7,25,3,1,0,358,8.4
2020,M11,broker,health,7932,944,75.4,1229,88,83,11.7,25,3,1,0,368,8.4
2020,M12,broker,health,8547,1002,75.4,1382,93,88,11.7,25,3,1,0,413,8.4
2020,Q1,broker,health,17730,2046,75.4,2883,190,180,11.7,25,6,3,1,862,8.4
2020,Q2,broker,health,17899,2128,75.4,3005,198,188,11.7,25,6,3,0,899,8.4
2020,Q3,broker,health,18981,2211,75.4,3159,205,194,11.7,25,7,3,0,945,8.4
2020,Q4,broker,health,23914,2794,75.4,3809,260,246,11.7,25,8,4,0,1139,8.4
2020,FY,broker,health,78512,9179,75.4,12856,853,809,11.7,25,28,12,1,3844,8.4
2020,M01,broker,commercial,1842,220,75.8,713,8,8,26.0,25,0,0,1,213,8.4
2020,M02,broker,commercial,2087,250,75.8,755,9,9,26.0,25,0,0,0,226,8.4
2020,M03,broker,commercial,2713,313,75.8,888,11,10,26.0,25,0,0,0,266,8.4
2020,M04,broker,commercial,2295,265,75.8,797,10,9,26.0,25,0,0,0,238,8.4
2020,M05,broker,commercial,2270,264,75.8,837,10,9,26.0,25,0,0,0,250,8.4
2020,M06,broker,commercial,2743,320,75.8,907,12,11,26.0,25,0,0,0,271,8.4
2020,M07,broker,commercial,2375,275,75.8,826,10,9,26.0,25,0,0,0,247,8.4
2020,M08,broker,commercial,2649,309,75.8,867,11,10,26.0,25,0,0,0,259,8.4
2020,M09,broker,commercial,2935,341,75.8,953,12,11,26.0,25,0,0,0,285,8.4
2020,M10,broker,commercial,2629,305,75.8,991,11,10,26.0,25,0,0,0,296,8.4
2020,M11,broker,commercial,2902,339,75.8,1040,12,11,26.0,25,0,0,0,311,8.4
2020,M12,broker,commercial,3176,367,75.8,1160,13,12,26.0,25,0,0,0,347,8.4
2020,Q1,broker,commercial,6721,783,75.8,2356,28,27,26.0,25,1,0,1,705,8.4
2020,Q2,broker,commercial,7312,849,75.8,2541,31,29,26.0,25,1,0,0,760,8.4
2020,Q3,broker,commercial,8009,925,75.8,2646,33,31,26.0,25,1,0,0,791,8.4
2020,Q4,broker,commercial,8745,1011,75.8,3191,36,34,26.0,25,1,1,0,954,8.4
2020,FY,broker,commercial,30137,3568,75.8,10734,128,121,26.0,25,4,2,1,3210,8.4
2020,M01,bancassurance,auto,4184,484,80.9,545,29,27,10.1,12,1,0,0,163,13.1
2020,M02,bancassurance,auto,4298,502,80.9,569,30,28,10.1,12,1,0,0,170,13.1
2020,M03,bancassurance,auto,4796,556,80.9,630,33,31,10.1,12,1,0,0,188,13.1
2020,M04,bancassurance,auto,4211,492,80.9,558,29,27,10.1,12,1,0,0,167,13.1
2020,M05,bancassurance,auto,4018,479,80.9,571,28,27,10.1,12,1,0,1,171,13.1
2020,M06,bancassurance,auto,4977,576,80.9,661,34,32,10.1,12,1,0,0,198,13.1
2020,M07,bancassurance,auto,4164,491,80.9,572,29,27,10.1,12,1,0,0,171,13.1
2020,M08,bancassurance,auto,4167,498,80.9,592,29,27,10.1,12,1,0,0,177,13.1
2020,M09,bancassurance,auto,4956,581,80.9,672,34,32,10.1,12,1,0,0,201,13.1
2020,M10,bancassurance,auto,4827,577,80.9,669,34,32,10.1,12,1,0,0,200,13.1
2020,M11,bancassurance,auto,5998,705,80.9,737,42,40,10.1,12,1,1,0,220,13.1
2020,M12,bancassurance,auto,6158,739,80.9,771,44,42,10.1,12,1,1,0,231,13.1
2020,Q1,bancassurance,auto,12851,1542,80.9,1744,91,86,10.1,12,3,1,0,522,13.1
2020,Q2,bancassurance,auto,13003,1547,80.9,1790,92,87,10.1,12,3,1,1,535,13.1
2020,Q3,bancassurance,auto,13455,1570,80.9,1836,93,88,10.1,12,3,1,0,549,13.1
2020,Q4,bancassurance,auto,17168,2021,80.9,2177,120,114,10.1,12,4,2,0,651,13.1
2020,FY,bancassurance,auto,56483,6680,80.9,7547,395,374,10.1,12,13,6,1,2257,13.1
2020,M01,bancassurance,home,4776,563,79.5,350,12,11,17.7,12,0,0,0,105,13.1
2020,M02,bancassurance,home,5246,615,79.5,377,13,12,17.7,12,0,0,1,113,13.1
2020,M03,bancassurance,home,5264,631,79.5,393,13,12,17.7,12,0,0,0,118,13.1
2020,M04,bancassurance,home,5578,648,79.5,376,14,13,17.7,12,0,0,0,112,13.1
2020,M05,bancassurance,home,5398,645,79.5,379,14,13,17.7,12,0,0,0,113,13.1
2020,M06,bancassurance,home,6095,718,79.5,425,15,14,17.7,12,0,0,0,127,13.1
2020,M07,bancassurance,home,5499,649,79.5,380,14,13,17.7,12,0,0,0,114,13.1
2020,M08,bancassurance,home,6189,724,79.5,412,15,14,17.7,12,0,0,0,123,13.1
2020,M09,bancassurance,home,6082,708,79.5,454,15,14,17.7,12,0,0,0,136,13.1
2020,M10,bancassurance,home,6846,791,79.5,478,17,16,17.7,12,1,0,0,143,13.1
2020,M11,bancassurance,home,7434,874,79.5,491,19,18,17.7,12,1,0,0,147,13.1
2020,M12,bancassurance,home,7609,906,79.5,523,19,18,17.7,12,1,0,0,156,13.1
2020,Q1,bancassurance,home,15598,1809,79.5,1120,39,37,17.7,12,1,1,1,335,13.1
2020,Q2,bancassurance,home,16766,2011,79.5,1180,43,41,17.7,12,1,1,0,353,13.1
2020,Q3,bancassurance,home,17692,2081,79.5,1246,44,42,17.7,12,1,1,0,373,13.1
2020,Q4,bancassurance,home,21870,2571,79.5,1492,55,52,17.7,12,2,1,0,446,13.1
2020,FY,bancassurance,home,72293,8472,79.5,5038,181,172,17.7,12,6,3,1,1507,13.1
2020,M01,bancassurance,life,2928,338,82.2,717,3,3,39.7,12,0,0,0,214,13.1
2020,M02,bancassurance,life,3000,350,82.2,747,3,3,39.7,12,0,0,0,223,13.1
2020,M03,bancassurance,life,2721,326,82.2,773,2,2,39.7,12,0,0,0,231,13.1
2020,M04,bancassurance,life,2737,318,82.2,740,2,2,39.7,12,0,0,0,221,13.1
2020,M05,bancassurance,life,2809,335,82.2,747,3,3,39.7,12,0,0,0,223,13.1
2020,M06,bancassurance,life,3293,382,82.2,861,3,3,39.7,12,0,0,0,257,13.1
2020,M07,bancassurance,life,3215,372,82.2,777,3,3,39.7,12,0,0,0,232,13.1
2020,M08,bancassurance,life,2862,337,82.2,799,3,3,39.7,12,0,0,0,239,13.1
2020,M09,bancassurance,life,3225,386,82.2,843,3,3,39.7,12,0,0,0,252,13.1
2020,M10,bancassurance,life,3310,391,82.2,898,3,3,39.7,12,0,0,2,269,13.1
2020,M11,bancassurance,life,3521,422,82.2,928,3,3,39.7,12,0,0,0,278,13.1
2020,M12,bancassurance,life,4115,483,82.2,1056,4,4,39.7,12,0,0,0,316,13.1
2020,Q1,bancassurance,life,8580,1014,82.2,2237,8,8,39.7,12,0,0,0,669,13.1
2020,Q2,bancassurance,life,8813,1035,82.2,2348,8,8,39.7,12,0,0,0,702,13.1
2020,Q3,bancassurance,life,9166,1095,82.2,2419,8,8,39.7,12,0,0,0,723,13.1
2020,Q4,bancassurance,life,10854,1296,82.2,2882,10,9,39.7,12,0,0,2,862,13.1
2020,FY,bancassurance,life,38127,4440,82.2,9886,34,32,39.7,12,1,0,2,2956,13.1
2020,M01,bancassurance,health,2957,345,77.4,485,32,30,11.7,12,1,0,0,145,13.1
2020,M02,bancassurance,health,2828,338,77.4,492,31,29,11.7,12,1,0,0,147,13.1
2020,M03,bancassurance,health,2975,356,77.4,535,33,31,11.7,12,1,0,0,160,13.1
2020,M04,bancassurance,health,3059,360,77.4,498,33,31,11.7,12,1,0,0,149,13.1
2020,M05,bancassurance,health,3186,374,77.4,533,35,33,11.7,12,1,1,1,159,13.1
2020,M06,bancassurance,health,3692,437,77.4,572,41,39,11.7,12,1,1,0,171,13.1
2020,M07,bancassurance,health,3139,363,77.4,537,34,32,11.7,12,1,0,0,161,13.1
2020,M08,bancassurance,health,3435,398,77.4,570,37,35,11.7,12,1,1,0,170,13.1
2020,M09,bancassurance,health,3908,457,77.4,611,42,40,11.7,12,1,1,0,183,13.1
2020,M10,bancassurance,health,3791,446,77.4,625,41,39,11.7,12,1,1,0,187,13.1
2020,M11,bancassurance,health,3898,463,77.4,653,43,41,11.7,12,1,1,0,195,13.1
2020,M12,bancassurance,health,4250,505,77.4,712,47,45,11.7,12,2,1,0,213,13.1
2020,Q1,bancassurance,health,8761,1039,77.4,1512,97,92,11.7,12,3,1,0,452,13.1
2020,Q2,bancassurance,health,9756,1171,77.4,1603,109,103,11.7,12,4,2,1,479,13.1
2020,Q3,bancassurance,health,10557,1218,77.4,1718,113,107,11.7,12,4,2,0,514,13.1
2020,Q4,bancassurance,health,12007,1414,77.4,1990,131,124,11.7,12,4,2,0,595,13.1
2020,FY,bancassurance,health,40532,4842,77.4,6823,450,427,11.7,12,15,6,1,2040,13.1
2020,M01,bancassurance,commercial,1164,135,76.6,400,5,5,26.0,12,0,0,0,120,13.1
2020,M02,bancassurance,commercial,1037,124,76.6,401,4,4,26.0,12,0,0,0,120,13.1
2020,M03,bancassurance,commercial,1340,158,76.6,450,6,6,26.0,12,0,0,0,135,13.1
2020,M04,bancassurance,commercial,1062,126,76.6,400,5,5,26.0,12,0,0,1,120,13.1
2020,M05,bancassurance,commercial,1282,152,76.6,426,5,5,26.0,12,0,0,0,127,13.1
2020,M06,bancassurance,commercial,1392,163,76.6,477,6,6,26.0,12,0,0,0,143,13.1
2020,M07,bancassurance,commercial,1212,140,76.6,439,5,5,26.0,12,0,0,0,131,13.1
2020,M08,bancassurance,commercial,1319,157,76.6,441,6,6,26.0,12,0,0,0,132,13.1
2020,M09,bancassurance,commercial,1308,154,76.6,492,6,6,26.0,12,0,0,0,147,13.1
2020,M10,bancassurance,commercial,1453,172,76.6,504,6,6,26.0,12,0,0,0,151,13.1
2020,M11,bancassurance,commercial,1433,169,76.6,541,6,6,26.0,12,0,0,0,162,13.1
2020,M12,bancassurance,commercial,1776,205,76.6,615,7,7,26.0,12,0,0,0,184,13.1
2020,Q1,bancassurance,commercial,3484,417,76.6,1251,15,14,26.0,12,0,0,0,374,13.1
2020,Q2,bancassurance,commercial,3746,441,76.6,1303,16,15,26.0,12,1,0,1,390,13.1
2020,Q3,bancassurance,commercial,3773,451,76.6,1372,16,15,26.0,12,1,0,0,410,13.1
2020,Q4,bancassurance,commercial,4663,546,76.6,1660,20,19,26.0,12,1,0,0,496,13.1
2020,FY,bancassurance,commercial,16001,1855,76.6,5586,67,64,26.0,12,2,1,1,1670,13.1
2020,M01,digital,auto,2627,305,72.0,361,18,17,10.1,44,1,0,0,108,41.0
2020,M02,digital,auto,3130,366,72.0,379,22,21,10.1,44,1,0,0,113,41.0
2020,M03,digital,auto,3429,399,72.0,417,24,23,10.1,44,1,0,0,125,41.0
2020,M04,digital,auto,3016,355,72.0,367,21,20,10.1,44,1,0,0,110,41.0
2020,M05,digital,auto,3037,353,72.0,400,21,20,10.1,44,1,0,0,120,41.0
2020,M06,digital,auto,2983,356,72.0,414,21,20,10.1,44,1,0,0,124,41.0
2020,M07,digital,auto,3070,362,72.0,381,21,20,10.1,44,1,0,0,114,41.0
2020,M08,digital,auto,2889,345,72.0,395,20,19,10.1,44,1,0,0,118,41.0
2020,M09,digital,auto,3172,377,72.0,435,22,21,10.1,44,1,0,0,130,41.0
2020,M10,digital,auto,3467,411,72.0,454,24,23,10.1,44,1,0,0,136,41.0
2020,M11,digital,auto,3744,443,72.0,485,26,25,10.1,44,1,0,0,145,41.0
2020,M12,digital,auto,3793,449,72.0,529,27,26,10.1,44,1,0,1,158,41.0
2020,Q1,digital,auto,9045,1070,72.0,1157,63,60,10.1,44,2,1,0,346,41.0
2020,Q2,digital,auto,9090,1064,72.0,1181,63,60,10.1,44,2,1,0,353,41.0
2020,Q3,digital,auto,9100,1084,72.0,1211,64,61,10.1,44,2,1,0,362,41.0
2020,Q4,digital,auto,11140,1303,72.0,1468,77,73,10.1,44,3,1,1,439,41.0
2020,FY,digital,auto,38198,4521,72.0,5017,268,254,10.1,44,9,4,1,1500,41.0
2020,M01,digital,home,3232,376,73.9,240,8,8,17.7,44,0,0,0,72,41.0
2020,M02,digital,home,3621,424,73.9,252,9,9,17.7,44,0,0,0,75,41.0
2020,M03,digital,home,3811,442,73.9,280,9,9,17.7,44,0,0,0,84,41.0
2020,M04,digital,home,3369,402,73.9,238,9,9,17.7,44,0,0,0,71,41.0
2020,M05,digital,home,3822,443,73.9,268,9,9,17.7,44,0,0,0,80,41.0
2020,M06,digital,home,4184,489,73.9,288,10,9,17.7,44,0,0,0,86,41.0
2020,M07,digital,home,3614,428,73.9,252,9,9,17.7,44,0,0,0,75,41.0
2020,M08,digital,home,3394,405,73.9,264,9,9,17.7,44,0,0,0,79,41.0
2020,M09,digital,home,3857,462,73.9,286,10,9,17.7,44,0,0,0,86,41.0
2020,M10,digital,home,4094,486,73.9,302,10,9,17.7,44,0,0,2,90,41.0
2020,M11,digital,home,4691,551,73.9,328,12,11,17.7,44,0,0,0,98,41.0
2020,M12,digital,home,5556,649,73.9,362,14,13,17.7,44,0,0,0,108,41.0
2020,Q1,digital,home,10760,1242,73.9,772,26,25,17.7,44,1,0,0,231,41.0
2020,Q2,digital,home,11192,1334,73.9,794,28,27,17.7,44,1,0,0,237,41.0
2020,Q3,digital,home,10867,1295,73.9,802,28,27,17.7,44,1,0,0,240,41.0
2020,Q4,digital,home,14109,1686,73.9,992,36,34,17.7,44,1,1,2,297,41.0
2020,FY,digital,home,47632,5557,73.9,3360,118,112,17.7,44,4,2,2,1005,41.0
2020,M01,digital,life,1718,203,73.7,456,2,2,39.7,44,0,0,0,136,41.0
2020,M02,digital,life,1803,211,73.7,495,2,2,39.7,44,0,0,0,148,41.0
2020,M03,digital,life,2261,264,73.7,543,2,2,39.7,44,0,0,0,162,41.0
2020,M04,digital,life,1798,211,73.7,483,2,2,39.7,44,0,0,0,144,41.0
2020,M05,digital,life,1936,232,73.7,493,2,2,39.7,44,0,0,0,147,41.0
2020,M06,digital,life,2210,258,73.7,567,2,2,39.7,44,0,0,0,170,41.0
